publisher,books_count
Pygmalion Editions,11.0
Seal Press,792.0
A Wyatt Book for St. Martin's Press,44.0
Arsenal Pulp Press,715.0
Orion (an Imprint of The Orion Publishing Group Ltd ),594.0
Sound Library,687.0
New York,34571.0
Shadow Mountain,641.0
Brava/Kensington Pub.,53.0
Wadsworth Publishing,5248.0
Mariner,1535.0
Artisan,1016.0
Reclam  Leipzig,0.0
McClelland & Stewart,7659.0
Editorial Diana,1384.0
Reclam,9201.0
Pocket Books],13.0
Wadsworth/Thomson Learning,491.0
Icon Books,1414.0
Llewellyn,6211.0
Pogue Press/O'Reilly,70.0
National Academy Press,3389.0
Viz Comics,36.0
Dong li chu ban she you xian gong si,1532.0
東立,4.0
Felony & Mayhem,601.0
Book Publishing Company (TN),161.0
Boston Common Press,64.0
Cook's Illustrated,28.0
Specialty Press,324.0
Harlequin Special Releases,48.0
Bantem Press,0.0
Random House (NY),24.0
University of Pittsburgh Press,3960.0
P & R Publishing,5161.0
Portable Press,185.0
Transaction Publishers,4703.0
Green Ronin Publishing,188.0
A Cappella,72.0
Harbor Press,304.0
Mestas Ediciones,312.0
Piemme,1655.0
"Riverrun Press (New York, NY)",93.0
William Heinemann Ltd.,192.0
Headline Feature,219.0
"Doherty Associates, LLC, Tom",6183.0
Longman Publishing Group,1531.0
Grand Central,10519.0
Condor Books,11.0
IG Pub.,50.0
Wesleyan University Press,2051.0
Smithmark Publishers,2450.0
Planeta Pub Corp,1298.0
Sholom Aleichem Family Publications,10.0
The Feminist Press,502.0
Rowohlt,15693.0
Arkham House,251.0
Liguori/Triumph,42.0
Aegypan,1135.0
Evans Brothers,2409.0
Fredonia Books (NL),1573.0
Helen Marx Books,30.0
Shaye Areheart Books,170.0
Harper Collins Publishers,551.0
Puffin Group,3.0
South End Press,447.0
Crossing Press,791.0
Oneworld Publications,1737.0
Kensington Pub.,3301.0
Billboard Books,264.0
"John F. Blair, Publisher",83.0
Arden Shakespeare,242.0
Arléa,410.0
Greenwood Press,20201.0
Prestwick House,377.0
Bloomsbury Arden Shakespeare,20.0
Dragon Door Publications,93.0
Travelers' Tales,284.0
Longmeadow Press,684.0
Futura,3904.0
Kensington Publishing Corporation,8130.0
Perennial / William Morrow / HarperCollins,0.0
Granta Publications,81.0
Poorhouse Press,5.0
Chaosium Inc.,76.0
"Chaosium, Inc.",72.0
Allyn and Bacon,8088.0
Pearson Longman,1516.0
Gauntlet Press,139.0
IDW Publishing,1486.0
Zoland Books,162.0
"Speak, an imprint of Penguin Putnam",1.0
Cruithne Press,17.0
Voyager Books,336.0
Oceano,3019.0
Claassen Verlag,190.0
Eerdmans Pub Co,468.0
"Stewart, Tabori and Chang",454.0
Red Dress Ink.,5.0
HQN Books,360.0
HQN,1500.0
Goldmann Verlag,1478.0
Benbella Books,1297.0
Umbriel Editores,65.0
Carlton Books Ltd,777.0
"Little, Brown Book Group",25016.0
Ullstein,6905.0
Barrington Stoke Ltd,420.0
Triple Crown Publications,91.0
Project Management Institute,537.0
Marion Boyars Publishers,356.0
H.N. Abrams,1657.0
Modern Language Association of America,1028.0
Three Rivers Press (CA),35.0
W.W. Norton & Company (NY),2777.0
Guilford Press,3857.0
Ginee Seo Books,27.0
Prion,620.0
Mikaya Press,30.0
Inner Traditions International,1683.0
Reader's Digest,6977.0
Hal Leonard Corporation,8368.0
Reader's Digest Association,2971.0
Krause Publications,2509.0
Dark Alley,28.0
Disney-Hyperion,480.0
TOR,9373.0
Gaia Books,176.0
Focus Publishing/R Pullins Co.,1.0
Kodansha,9344.0
Leetes Island Books,18.0
HarperCollins Publisher,96100.0
Corgi Childrens,806.0
Hartorch,3.0
Transworld,7618.0
Corgi Audio,41.0
Science Fiction Book Club,289.0
LA Weekly Books for Thomas Dunne Books/St. Martin's Press,1.0
Wiley Publishing,549.0
Praeger,22735.0
Potomac Books,1696.0
Burford Books,201.0
Workman Publishing Company,2869.0
Fontana Books,334.0
Yearling Book,352.0
Union Square Press,82.0
Del Rey Impact,4.0
Bragelonne,676.0
Mercury Business Books,91.0
Sterling Publishing Co. Inc.,16.0
Titan,6117.0
Fandemonium Books,47.0
ZondervanPub.House,12.0
Ellora's Cave Publishing,1771.0
Thomas Publications (PA),53.0
Del Rey/Ballantine,273.0
Scholastic Audio Books,290.0
Modern Pub.,254.0
Limelight Editions,422.0
John F. Blair Publisher,157.0
Zenith Press,492.0
Barricade Legends / Barricade Books Inc.,3.0
Self-Realization Fellowship Publishers,79.0
Berkley Books (NY),0.0
NAL Trade,438.0
DK,13932.0
Del Ray/Ballantine Books,7.0
Lucas Books,76.0
World Wrestling Entertainment Books,9.0
Vendome Press,513.0
Four Ninety-Eight Productions,9.0
Hal Leonard Publishing Corporation,2652.0
Omnibus Press,1995.0
Alpha Books,1352.0
MJF Books,976.0
HarperCollins India,324.0
Traders Press,93.0
Tom Doherty Associates/Orb Books,0.0
Deodand Publishing,14.0
Avon books,9701.0
MacMillan Publishing Company,4267.0
Academic Press,36945.0
Watkins,1840.0
Vintage/Random House Inc. (NYC),0.0
Aris & Phillips,855.0
Vintage/Random House (NY),0.0
FASA Corp.,95.0
Viking/Puffin Books,3.0
Fantasy Flight Games,149.0
Harcourt Children's Books,356.0
Gulliver Books,123.0
Gulliver Books/Harcourt,17.0
Salamandra Publicacions Y Edicions,110.0
White Wolf Publishing,526.0
British Academy,1280.0
Steeple Hill,1988.0
Benchmark Books,1860.0
AiT/PlanetLar,62.0
University of New Hampshire Press,120.0
Arkham House Pub,59.0
Woodrow Wilson Center Press / Johns Hopkins University Press,11.0
Bedford Books,534.0
Houghton Mifflin Harcourt Publishing Company,15010.0
Andrews and McMeel,1224.0
Crossroad Publishing Company,937.0
Pippin Publishing Corporation,4.0
Hazelden,2998.0
Universal Publishers,733.0
Libros Para Ninos,140.0
White Wolf Pub,314.0
Broadman & Holman Publishers,4674.0
Second Story Press,472.0
ガンガンコミックス,0.0
FAB Press,104.0
Avon HarperCollins,0.0
Kuperard,777.0
Delcourt,1647.0
Sage Publications Ltd,3540.0
Heat,742.0
Elloras Cave Pub Inc,89.0
Bruno Gmunder Verlag Gmbh,671.0
Dtv,5348.0
Feiwel & Friends,1433.0
Barron's Educational Series,5820.0
C. Scribner's Sons,11149.0
Welcome Books,262.0
Canongate Books Ltd,501.0
Banner of Truth,1513.0
Tor Classics,52.0
"Back Bay Books / Little, Brown and Co.",2.0
Middleway Press,113.0
Montena,2336.0
Laurel-Leaf,230.0
Hearst Books,896.0
Ash Tree Pr,80.0
Pearson Benjamin Cummings,112.0
Pan Childrens,80.0
Yosemite Association,108.0
Piper Taschenbuch,41.0
Xulon Press,9108.0
Scholastic Nonfiction,80.0
Portfolio,1290.0
Walter Foster,1254.0
Fawcett Coventry,36.0
Capstone Press,7634.0
Fellowship for the Performing Arts,13.0
J. Wiley & Sons,4245.0
Zondervan Publishing Company,2180.0
Kodansha America,2293.0
Flame,3217.0
Holloway House,609.0
Holloway House Pub.,98.0
Reaktion,2554.0
House of Stratus,2302.0
Hodder Mobius,170.0
Power Press,250.0
LWW,2022.0
DK Travel,462.0
Let's Go Publications,237.0
Bantam Classic,286.0
Random House Inc.,154.0
Quantum Press/Doubleday,8.0
Mouton de Gruyter,1398.0
Open Media,38.0
Harcourt Brace & Company,9594.0
ビブロス,0.0
Dark Horse/Digital Manga,41.0
Black Rose Books,644.0
Weidenfeld & Nicolson,10899.0
Pearson/Allyn & Bacon,648.0
Sweet Valley,420.0
Random House Reference Publishing,15.0
"Parker Publishing, LLC",25.0
Berkley Jam Books,52.0
Ecw Press,2520.0
Editorial RM,159.0
Simon  Schuster Audio,0.0
"Bright Ring Pub., Inc.",1.0
Smithsonian Institution Press,2753.0
Jessica Kingsley Publishers,2554.0
Maunsel,648.0
University of New Mexico Press,4263.0
Woodbridge Press,151.0
Samhain Publishing,1417.0
Pan Australia,84.0
Better Homes and Gardens Books,341.0
Feral House,268.0
Insight International,53.0
Yorùbá Theological Archministry,4.0
Harrison House,2677.0
Apple,7265.0
Rux Martin/Houghton Mifflin Harcourt,17.0
Smooch,36.0
Berkley Prime Crime Books,1.0
Universe Publishing(NY),46.0
Leisure,7653.0
Gun Digest Books,185.0
Eros Comix,135.0
Brooks/Cole,7120.0
Texas A&M University Press,3243.0
Pocket Pulse,95.0
Polychrome Pub.,16.0
Golden Gryphon Press,73.0
"Saddleback Educational Publishing, Inc.",702.0
Harlem Moon/Broadway Books,19.0
McGraw-Hill Professional Publishing,574.0
Atheneum/Anne Schwartz Books,17.0
Éditions 10/18,15.0
Yale Nota Bene,26.0
Canongate Crime,22.0
San Val,763.0
MetroBooks,432.0
"Haynes Manuals, Inc.",684.0
Legend,1642.0
Doherty  Tom Associates  LLC,0.0
Harcourt Brace & company,9594.0
Review,12051.0
Headline Review,791.0
Cassell military,112.0
Bantam/Spectra,1.0
Del Rey/Ballentine Books,13.0
Running Press Adult,199.0
Banner of Truth Trust,613.0
New Tradition Books,42.0
"Ediciones Urano, S.A.",19.0
Howard University Press,223.0
HaperCollins Publishers,12.0
Faber & Faber Ltd.,27640.0
Da Capo,6727.0
Pocker Books,2.0
St. Martins Press-3PL,106.0
Holt,40698.0
Barron''s Educational Series,593.0
Bloomsbury Pub Ltd,275.0
Redleaf Press,526.0
Aivia Press,9.0
Tor/Orb/Tom Doherty Associates,1.0
British Library,5128.0
Underwood/Miller  Berkley,0.0
Paperback Library,854.0
CRC Press,25924.0
Broadway Business,7.0
Waterbrook Press,1239.0
Castle Street Mysteries,35.0
Dundurn,4753.0
Lippincott Williams & Wilkins,15778.0
Wipf & Stock Publishers,20868.0
BenBella Books,1297.0
Dramatists Play Service  Inc.,0.0
Librairie Generale Francaise,341.0
Eclipse Books,168.0
Grove Press  Open City Books,0.0
Southern Methodist University Press,580.0
Mainstream,3203.0
Public Affairs,4544.0
Putnam's Sons,14010.0
Council Oak Books,280.0
Storey Books,633.0
Picador/St. Martin's Press,4.0
Boyars,1695.0
silhouette,17288.0
Michael Joseph,3292.0
Julia MacRae,292.0
Simon and Schuster Children's Publishing,7.0
Abdo,30216.0
Simon & Schuster Adult Publishing Group,78117.0
Exact Change,64.0
G.K. Hall,5848.0
Peachpit,2461.0
Raintree Steck-Vaughn,1729.0
Skylark,1139.0
Avon Books (Mm),1818.0
Beltz und Gelberg,93.0
Tor Teen,259.0
Versus Press,2.0
See Sharp Press,100.0
CQ Press,4057.0
Abrams Image,172.0
Fawcett crest,1278.0
Michael O'Mara Books,947.0
Dhv der Hörverlag,10.0
Yapı Kredi Yayınları,3269.0
Pearson/Allyn and Bacon,479.0
Dent,17390.0
Henry Holt and Co.,2025.0
Griffin,9371.0
Possibilities,133.0
Applause Theatre & Cinema Book Publishers,410.0
Twayne Publishers,4375.0
Orion Publishing Group,38848.0
Sagebrush,4973.0
P. F. Collier and Sons,17.0
Twin Palms Publishers,154.0
University of Arizona Press,3603.0
University of Kansas,1753.0
Intellectual Properties Management in association with Warner Books,2.0
US Naval Institute Press,552.0
NTC/Contemporary Publishing Company,1314.0
Spark Notes,11.0
Replica Books,412.0
Pen & Sword Military,17044.0
Bantam Books  Inc.,0.0
Fischer Taschenbuch Verlag,3107.0
Secker and Warburg,1228.0
Omnibus Hc Bei Bertelsmann,32.0
Fischer TB,8.0
Xlibris Corporation,28878.0
Bantam Books for Young Readers,394.0
RBA,4271.0
Sarah Crichton Books,122.0
Alan Rodgers Books,33.0
Algonquin Books,1740.0
Millbrook Press,2639.0
Martingale and Company,397.0
Sidran Press,29.0
Harlequin Readers' Choice,13.0
Simon & Schuster/Scribner,78117.0
Atlas Books/HarperCollinsPublishers,1.0
Verso Books,1416.0
Lone Oak Press,49.0
McSweeney's Pub.,2.0
Hamish Hamilton Ltd,926.0
McSweeney's Quarterly Concern,24.0
Melodrama Pub.,26.0
Bloomsbury USA Children's Books,231.0
Writers Digest Books,382.0
Fantagraphics Books,1753.0
Harlequin Historical,319.0
Barricade Books,562.0
Silhouette Bombshell,4.0
Coffee House Press,691.0
Wildstorm,446.0
"Ballantine, Books",1.0
Harper Element,193.0
ORION MASS MARKET PAPERBACK,558.0
ORION PAPERBACKS,129.0
Microsoft,4197.0
EmergentYS,3.0
Middlesex University Press,104.0
Nextext,53.0
Other Press (NY),93.0
Metropolis Books,32.0
Presses de La Cite,2018.0
Dial,6905.0
Hub City Writers Project,43.0
Acento Editorial,137.0
Do-Not Press,90.0
MetroBooks (NY),138.0
Roseberg Pub,30.0
Joanna Cotler Books/HarperCollinsPublishers,0.0
Zondervan Pub. House,3158.0
Birlinn Ltd,228.0
Berg,2945.0
Festival Books,21.0
Puffin Audiobooks,11.0
Alyson Publications,486.0
Alyson Books,614.0
Robson Books  London,0.0
Absolute Press,271.0
Hartley & Marks Publishers,900.0
Cengage Delmar Learning,1675.0
Fawcett Crest Books,119.0
Mark Cahill Ministries,4.0
St. Martin's/Marek,104.0
International Code Council,675.0
Taunton,1840.0
Thomson/Delmar Learning,363.0
Blood Moon Productions,70.0
Educators Publishing Service,414.0
No Starch Press,727.0
Tuttle Pub.,490.0
"Aurum Press, Limited",116.0
Five Star,2573.0
Godsfield Press Ltd,129.0
Washington Square Pr.,8.0
CARTAGO,98.0
Harvill Press,1121.0
Alfred A Knopf,659.0
Prestel Publishing,1060.0
Pegasus Books,1886.0
Simon  Schuster Books for Young Readers,0.0
Inter-Varsity Press,1889.0
Twenty-First Century Books,1100.0
Miramax Books/Hyperion Books for Children,25.0
Random House Mondadori,866.0
O'Brien Press Ltd,249.0
DEBOLS!LLO,188.0
Montena S a Ediciones,189.0
Profile Business,46.0
Alpine Fine Arts Collection (UK),44.0
Samuel French,6890.0
Manning,2114.0
Punto de lectura,1161.0
Suma de Letras,1034.0
Panamericana Editorial,1875.0
Editorial Presença,313.0
